Player;Squad;Pos;Age;MP;Min;Gls;G-PK;Ast;xG;xA;Gls/90;G-PK/90;Ast/90;xG/90;xA/90;Competition;Sh;Sh/90;SoT/90;Passes%;ShortPasses%;MediumPasses%;LongPasses%;A-xA;Press%;TklW/90;Blocks/90;Int/90;Tkl+Int/90;Touches/90;Dribbles/90;Dribbles%;SCA/90;GCA/90;Aerial%;Points/90;xGA;OG;PSxG;PSxG/SoT;PSxG+/-;GA;GA/90;Save%;CS%;SoTA/90;SoTA/GA;SoT/G;G-xG;PassesCompleted/90;PassesAttempted/90;ShortPassesCompleted/90;MediumPassesCompleted/90;LongPassesCompleted/90;TotDistPasses/90;PrgDistPasses/90;KP/90;FinalThirdPasses/90;PPA/90;CrsPA/90;PassesProgressive/90;xGA/90;Recov/90;Fls/90;Fld/90;AerialW/90;xGD;xGD/90
Augusto Solari;Celta Vigo;MF,DF;30;14;414;0;0;0;0.3;0.2;0.0;0.0;0.0;0.06;0.04;La Liga;4;0.87;0.22;68.7;82.9;69.0;40.5;-0.2;31.9;1.0;0.86;0.71;2.0;23.71;0.5;53.8;2.61;0.00;36.4;0.93;8.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3;12.07;17.57;6.21;4.29;1.07;194.93;59.07;0.29;0.93;0.5;0.43;0.86;0.59;3.86;0.86;0.29;0.29;-8.0;-0.53
Roberto Soldado;Levante;FW;36;12;570;1;1;1;1.4;0.4;0.16;0.16;0.16;0.22;0.06;La Liga;12;1.89;0.95;68.1;73.8;65.7;66.7;0.6;27.5;0.17;0.42;0.25;0.75;14.0;0.17;40.0;1.74;0.16;26.1;0.58;6.9;0;0;0;0;0;0;0.0;0;0.0;0.0;6.0;-0.3999999999999999;6.75;9.92;3.75;1.92;0.5;99.17;17.08;0.42;0.58;0.25;0.08;0.58;0.58;1.75;0.67;0.42;0.5;-5.5;-0.36
Carlos Soler;Valencia;MF;25;16;1251;7;2;2;5.6;2.2;0.5;0.14;0.14;0.41;0.16;La Liga;16;1.15;0.58;68.9;84.0;76.9;47.9;-0.2;28.6;0.75;0.94;0.44;1.56;36.62;0.81;44.8;2.88;0.22;43.5;1.63;18.4;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;1.4000000000000004;19.5;28.31;8.19;6.44;4.19;395.31;136.62;1.75;1.31;1.38;0.38;2.62;1.15;5.25;1.0;1.56;0.62;-12.799999999999999;-0.74
Son;Levante;DF;27;10;715;1;1;0;0.6;0.4;0.13;0.13;0.0;0.07;0.05;La Liga;2;0.25;0.25;74.0;89.3;79.2;53.5;-0.4;34.8;0.7;0.9;1.6;3.0;49.9;0.7;43.8;0.88;0.00;30.0;0.60;8.5;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.4;30.8;41.6;12.5;12.6;5.4;625.0;241.4;0.5;1.9;1.5;0.4;3.7;0.85;6.7;0.5;0.4;0.3;-7.9;-0.78
David Soria;Getafe;GK;28;22;1980;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;54.1;100.0;97.4;46.3;0.0;0;0.0;0.0;0.0;0.0;33.77;0.0;0;0.05;0.00;0;1.00;22.9;0;21.1;0.27;-1.9;23;1.05;70.8;31.8;3.27;3.13;0.0;0.0;17.05;31.5;1.14;3.45;12.36;779.59;590.91;0.0;0.64;0.0;0.0;0.0;1.04;5.05;0.0;0.14;0.0;-22.9;-1.04
Alberto Soro;Granada;MF,FW;22;11;526;0;0;0;0.5;0.6;0.0;0.0;0.0;0.09;0.1;La Liga;5;0.86;0.51;74.2;82.4;79.2;52.9;-0.6;38.0;1.0;1.64;0.45;1.82;20.82;0.55;66.7;2.05;0.00;30.8;1.18;10.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.5;10.45;14.09;5.55;3.82;0.82;167.18;45.45;0.64;0.91;0.45;0.0;1.0;0.96;2.64;0.64;0.55;0.73;-10.1;-0.87
Hugo Sotelo;Celta Vigo;MF;18;1;2;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;100.0;0;0;100.0;0.0;66.7;0.0;0.0;0.0;0.0;2.0;0.0;0;0.00;0.00;0;3.00;0.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;64.0;30.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;-0.1;-0.1
Damián Suárez;Getafe;DF,MF;33;20;1654;0;0;3;0.4;2.3;0.0;0.0;0.16;0.02;0.13;La Liga;11;0.60;0.16;69.6;85.9;76.9;45.1;0.7;32.2;1.8;1.65;2.0;4.7;56.55;0.35;25.0;2.72;0.38;50.0;1.10;18.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;32.8;47.15;13.4;13.45;5.3;678.45;348.2;1.6;3.4;1.6;0.95;4.8;0.92;7.85;1.75;1.15;1.0;-17.900000000000002;-0.9
Denis Suárez;Celta Vigo;MF;28;22;1535;2;2;1;1.2;2.4;0.12;0.12;0.06;0.07;0.14;La Liga;13;0.76;0.29;78.8;89.7;83.2;54.5;-1.4;27.7;0.77;1.05;0.64;2.18;55.32;0.91;55.6;2.81;0.23;50.0;1.23;25.1;0;0;0;0;0;0;0.0;0;0.0;0.0;2.5;0.8;37.95;48.14;18.27;14.14;4.68;675.68;171.23;1.0;3.91;0.77;0.27;3.0;1.14;7.14;1.68;0.86;0.55;-23.900000000000002;-1.0699999999999998
Luis Suárez;Atlético Madrid;FW;35;20;1218;7;6;1;6.0;1.1;0.52;0.44;0.07;0.44;0.08;La Liga;34;2.51;1.18;72.5;75.6;78.3;75.0;-0.1;25.8;0.2;0.25;0.1;0.4;22.2;0.1;15.4;1.70;0.22;40.9;1.75;9.8;0;0;0;0;0;0;0.0;0;0.0;0.0;2.67;1.0;11.35;15.65;6.2;3.6;1.35;189.35;28.6;0.45;0.5;0.45;0.05;0.9;0.49;2.15;0.6;0.85;0.9;-3.8000000000000007;-0.04999999999999999
Mario Suárez;Rayo Vallecano;DF,MF;34;3;93;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;La Liga;0;0.00;0.00;78.6;100.0;76.9;70.0;0.0;8.3;0.0;0.33;0.0;0.0;11.67;0.0;0;0.97;0.00;100.0;2.00;4.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;7.33;9.33;1.67;3.33;2.33;177.67;70.67;0.33;0.67;0.0;0.0;0.33;1.33;1.0;1.67;0.33;1.0;-4.0;-1.33
Suso;Sevilla;FW;28;8;384;0;0;1;0.2;0.4;0.0;0.0;0.23;0.05;0.09;La Liga;6;1.41;0.47;76.5;90.8;75.4;48.0;0.6;28.9;0.25;0.75;0.12;0.75;28.62;0.5;44.4;2.34;0.70;50.0;1.88;5.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;17.88;23.38;9.88;6.5;1.5;299.5;71.75;0.38;0.88;1.12;0.25;1.62;0.71;2.0;0.12;1.0;0.38;-5.5;-0.6599999999999999
Mamadou Sylla;Alavés;FW;27;13;394;0;0;0;0.2;0.1;0.0;0.0;0.0;0.05;0.02;La Liga;2;0.46;0.00;56.7;60.6;60.9;50.0;-0.1;27.8;0.23;0.0;0.08;0.38;8.46;0.38;62.5;0.69;0.00;58.3;0.46;7.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;2.92;5.15;1.54;1.08;0.31;53.85;10.62;0.23;0.31;0.15;0.08;0.23;0.55;0.92;0.69;0.62;1.08;-6.8999999999999995;-0.5
Alexander Sørloth;Real Sociedad;FW;26;16;623;1;1;0;2.3;1.0;0.14;0.14;0.0;0.33;0.15;La Liga;13;1.88;0.43;70.4;77.2;67.2;55.6;-1.0;22.4;0.56;0.25;0.19;1.0;18.06;0.62;58.8;2.17;0.29;61.2;1.50;7.8;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;-1.2999999999999998;8.19;11.62;4.88;2.56;0.31;112.94;18.12;0.5;0.44;0.25;0.12;0.56;0.49;1.88;0.75;0.25;1.88;-5.5;-0.15999999999999998
Tachi;Alavés;DF;24;5;239;0;0;0;0.0;0.1;0.0;0.0;0.0;0.0;0.03;La Liga;0;0.00;0.00;64.7;62.5;77.8;51.5;-0.1;39.3;0.6;1.0;1.0;2.0;22.6;0.0;0;0.38;0.00;71.4;0.60;4.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;11.0;17.0;2.0;5.6;3.4;321.2;169.0;0.2;2.0;0.2;0.2;1.0;0.9;5.2;0.8;0.8;1.0;-4.5;-0.9
Renato Tapia;Celta Vigo;MF;26;17;1110;0;0;0;0.5;0.1;0.0;0.0;0.0;0.04;0.01;La Liga;10;0.81;0.24;78.5;84.8;85.1;67.4;-0.1;34.1;2.12;1.76;1.59;4.29;47.47;0.18;50.0;0.89;0.00;61.2;1.18;12.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.5;30.41;38.76;9.53;13.06;7.06;660.76;147.82;0.18;1.88;0.47;0.0;2.12;0.71;9.12;1.71;1.65;1.76;-11.6;-0.6699999999999999
Cristian Tello;Betis;FW,MF;30;14;456;0;0;1;1.2;1.6;0.0;0.0;0.2;0.23;0.31;La Liga;15;2.96;0.59;73.5;79.4;75.8;55.6;-0.6;20.0;0.29;0.57;0.21;0.71;18.07;0.71;66.7;4.34;0.20;57.1;1.64;8.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.2;10.29;14.0;5.79;3.36;0.71;156.79;41.5;0.79;0.29;0.43;0.21;0.93;0.57;2.29;0.57;0.14;0.29;-6.8;-0.33999999999999997
Marc-André ter Stegen;Barcelona;GK;29;19;1710;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;86.8;98.4;98.6;66.4;0.0;0.0;0.0;0.0;0.0;0.0;40.84;0.0;0;0.21;0.00;0;1.63;17.4;0;18.1;0.34;-1.9;20;1.05;62.3;26.3;2.79;2.65;0.0;0.0;34.05;39.21;6.37;17.89;9.47;877.32;502.37;0.0;0.21;0.0;0.0;0.11;0.92;4.16;0.0;0.21;0.0;-17.4;-0.92
David Timor;Getafe;MF;32;7;341;0;0;0;0.2;0.0;0.0;0.0;0.0;0.06;0.0;La Liga;8;2.11;0.00;79.5;85.7;88.7;60.4;0.0;13.5;0.0;0.71;0.57;0.71;29.43;0.29;66.7;0.79;0.00;47.1;0.29;7.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;20.0;25.14;7.71;7.86;4.14;441.71;129.0;0.0;2.29;0.29;0.0;2.86;1.11;5.71;0.57;0.29;1.14;-7.6;-1.05
Raúl de Tomás;Espanyol;FW;27;21;1846;12;8;2;10.7;1.2;0.59;0.39;0.1;0.52;0.06;La Liga;71;3.46;1.41;81.5;90.0;81.3;71.4;0.8;19.0;0.24;0.71;0.29;0.81;33.29;1.67;64.8;2.15;0.20;35.0;1.29;27.2;0;0;0;0;0;0;0.0;0;0.0;0.0;3.62;1.3000000000000007;17.24;21.14;9.48;4.76;2.62;327.38;55.76;0.86;1.62;0.33;0.0;1.86;1.3;2.95;1.48;1.62;1.0;-16.5;-0.78
Raúl Torrente;Granada;DF;20;11;802;0;0;0;0.1;0.4;0.0;0.0;0.0;0.01;0.04;La Liga;1;0.11;0.00;73.7;85.1;85.9;56.9;-0.4;30.7;0.73;1.09;1.09;2.73;42.45;0.0;0;0.22;0.00;46.3;1.45;10.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;25.27;34.27;5.73;12.73;6.73;612.36;208.55;0.18;1.36;0.09;0.0;1.18;0.99;8.09;0.91;0.55;1.73;-10.8;-0.98
Ferrán Torres;Barcelona;FW;21;1;90;0;0;1;0.0;0.6;0.0;0.0;1.0;0.03;0.58;La Liga;1;1.00;0.00;84.0;96.8;90.9;66.7;0.4;0.0;0.0;1.0;0.0;0.0;60.0;1.0;100.0;2.00;1.00;0.0;3.00;0.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;42.0;50.0;30.0;10.0;2.0;577.0;114.0;1.0;2.0;0.0;0.0;1.0;0.6;3.0;0.0;3.0;0.0;-0.6;-0.57
Óliver Torres;Sevilla;MF,FW;27;12;528;2;2;1;0.7;0.2;0.34;0.34;0.17;0.12;0.04;La Liga;10;1.70;0.68;83.2;92.6;87.6;67.9;0.8;25.4;0.42;0.5;0.42;1.25;31.92;0.33;57.1;1.70;0.51;14.3;2.08;7.9;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;1.3;21.83;26.25;9.42;7.08;4.75;448.67;102.17;0.33;2.83;0.42;0.0;1.75;0.66;3.42;1.0;0.75;0.17;-7.2;-0.54
Pau Torres;Villarreal;DF;25;19;1710;3;3;0;1.9;0.6;0.16;0.16;0.0;0.1;0.03;La Liga;16;0.84;0.26;87.5;91.3;93.6;75.9;-0.6;32.4;0.37;1.32;1.63;2.37;75.32;1.11;77.8;0.89;0.05;59.7;1.53;20.0;0;0;0;0;0;0;0.0;0;0.0;0.0;1.67;1.1;58.37;66.74;13.89;31.53;12.63;1365.42;453.32;0.26;5.21;0.16;0.0;5.11;1.05;9.37;0.53;0.37;1.95;-18.1;-0.9500000000000001
Roberto Torres;Osasuna;MF,FW;32;16;559;2;0;2;1.9;2.0;0.32;0.0;0.32;0.3;0.33;La Liga;10;1.61;0.32;61.6;82.1;65.6;44.0;0.0;20.6;0.12;0.5;0.5;0.62;22.44;0.25;80.0;4.19;0.32;28.6;1.00;5.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.10000000000000009;11.62;18.88;5.44;3.69;2.5;233.56;86.81;1.31;0.94;0.62;0.31;1.25;0.37;3.5;0.38;0.5;0.25;-4.0;-0.07
Lucas Torró;Osasuna;MF;27;19;1610;1;1;0;1.1;0.2;0.06;0.06;0.0;0.06;0.01;La Liga;23;1.29;0.39;77.5;80.7;82.1;62.8;-0.2;33.6;1.89;1.68;2.47;5.42;53.0;0.26;55.6;0.84;0.00;73.4;1.26;14.6;0;0;0;0;0;0;0.0;0;0.0;0.0;7.0;-0.10000000000000009;31.42;40.53;13.42;14.26;3.11;564.42;150.26;0.21;2.95;0.47;0.05;4.11;0.77;12.84;2.58;1.58;4.79;-13.5;-0.71
Óscar Trejo;Rayo Vallecano;MF;33;19;1230;3;0;9;3.0;3.6;0.22;0.0;0.66;0.22;0.26;La Liga;12;0.88;0.37;75.7;86.4;83.1;46.2;5.4;22.6;0.89;1.11;0.42;1.68;42.79;2.11;58.8;4.90;0.73;37.2;1.42;14.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;25.26;33.37;13.0;8.79;2.84;433.58;136.53;2.0;2.63;1.05;0.11;3.47;0.77;5.53;1.79;2.58;0.84;-11.7;-0.55
Manu Trigueros;Villarreal;MF,FW;30;20;1272;5;5;2;3.2;1.9;0.35;0.35;0.14;0.23;0.13;La Liga;27;1.91;0.85;80.2;89.9;84.1;61.2;0.1;22.7;0.65;0.95;0.4;1.75;42.35;0.15;33.3;2.55;0.57;42.9;1.60;13.3;0;0;0;0;0;0;0.0;0;0.0;0.0;2.4;1.7999999999999998;27.7;34.55;12.45;11.4;3.15;492.2;145.45;0.8;3.5;1.2;0.15;3.85;0.67;4.75;1.55;1.4;0.75;-10.100000000000001;-0.44000000000000006
Kieran Trippier;Atlético Madrid;DF;31;15;976;0;0;0;0.1;0.2;0.0;0.0;0.0;0.01;0.02;La Liga;2;0.18;0.00;78.9;89.4;84.0;56.1;-0.2;26.9;0.87;1.2;0.8;2.53;56.87;0.33;35.7;1.29;0.00;67.3;1.73;7.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;40.53;51.4;16.33;17.47;6.13;801.33;338.73;0.47;3.53;1.53;0.27;5.73;0.52;6.53;1.07;0.4;2.2;-7.7;-0.51
Beñat Turrientes;Real Sociedad;MF;19;8;207;0;0;0;0.4;0.2;0.0;0.0;0.0;0.19;0.08;La Liga;7;3.04;0.87;86.6;93.6;78.8;86.7;-0.2;34.2;0.12;0.25;0.25;0.5;15.5;1.0;80.0;2.61;0.00;0.0;1.50;2.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;10.5;12.12;5.5;3.25;1.62;187.38;32.38;0.38;0.75;0.12;0.0;0.38;0.35;2.25;0.38;0.5;0.0;-2.4;-0.15999999999999998
Samuel Umtiti;Barcelona;DF;28;1;90;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;83.3;93.3;87.0;66.7;0.0;71.4;1.0;2.0;1.0;2.0;55.0;0.0;0;0.00;0.00;40.0;1.00;0.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;40.0;48.0;14.0;20.0;6.0;865.0;309.0;0.0;5.0;0.0;0.0;5.0;0.3;10.0;0.0;1.0;2.0;-0.3;-0.3
Enes Ünal;Getafe;FW;24;21;1433;7;7;0;4.7;0.6;0.44;0.44;0.0;0.3;0.04;La Liga;46;2.89;0.88;64.5;72.6;65.5;50.0;-0.6;24.3;0.62;0.76;0.19;1.29;28.29;0.52;31.4;2.20;0.13;46.7;1.00;15.6;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;2.3;11.1;17.19;6.43;3.43;0.57;156.05;37.71;0.62;1.05;0.19;0.1;1.33;0.74;2.43;2.24;1.76;4.0;-10.899999999999999;-0.44
Álvaro Vadillo;Espanyol;MF,DF;27;3;7;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;63.6;75.0;100.0;33.3;0.0;0.0;0.0;0.33;0.0;0.33;4.67;0.0;0;12.86;0.00;100.0;0.33;0.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;2.33;3.67;1.0;0.33;0.33;39.0;3.33;0.0;0.33;0.0;0.0;0.0;0.03;0.0;0.33;0.33;0.33;-0.1;-0.03
Óscar Valentín;Rayo Vallecano;MF;27;18;1277;0;0;0;1.0;0.4;0.0;0.0;0.0;0.07;0.03;La Liga;5;0.35;0.00;85.5;92.3;89.7;72.4;-0.4;35.0;2.0;1.72;2.39;5.83;43.61;0.33;54.5;0.92;0.00;47.7;1.56;18.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.0;28.78;33.67;10.72;13.0;4.67;581.83;148.78;0.39;3.44;0.33;0.06;3.0;1.02;8.94;2.83;1.56;1.17;-17.3;-0.95
Germán Valera;Real Sociedad;FW,MF;19;3;51;0;0;0;0.0;0.0;0.0;0.0;0.0;0.05;0.0;La Liga;1;1.76;0.00;82.4;100.0;60.0;66.7;0.0;35.7;0.33;0.33;0.0;1.0;11.67;0.67;50.0;0.00;0.00;0.0;2.33;1.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;4.67;5.67;3.0;1.0;0.67;69.67;12.0;0.0;0.0;0.0;0.0;0.33;0.33;2.33;1.0;0.0;0.0;-1.0;-0.28
Martin Valjent;Mallorca;DF;26;20;1741;0;0;0;0.2;0.5;0.0;0.0;0.0;0.01;0.03;La Liga;8;0.41;0.05;83.7;91.3;91.7;66.4;-0.5;34.3;0.3;1.95;1.4;2.0;45.05;0.05;100.0;0.47;0.00;68.3;1.00;24.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;30.35;36.25;8.35;14.45;7.0;686.7;243.7;0.2;1.5;0.0;0.0;1.25;1.23;8.05;0.5;0.45;2.15;-24.3;-1.22
Jesús Vallejo;Real Madrid;DF;25;1;8;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;100.0;100.0;100.0;100.0;0.0;50.0;0.0;0.0;0.0;0.0;13.0;0.0;0;0.00;0.00;100.0;3.00;0.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;11.0;11.0;2.0;7.0;2.0;254.0;57.0;0.0;0.0;0.0;0.0;0.0;0.6;2.0;0.0;0.0;1.0;-0.6;-0.6
Manu Vallejo;Valencia;FW,MF;24;9;98;0;0;0;0.2;0.1;0.0;0.0;0.0;0.2;0.09;La Liga;3;2.76;0.92;70.5;88.9;73.3;37.5;-0.1;27.3;0.22;0.11;0.0;0.33;6.22;0.11;50.0;2.76;0.92;33.3;0.56;1.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;3.44;4.89;1.78;1.22;0.33;56.67;20.89;0.22;0.11;0.11;0.0;0.56;0.14;0.78;0.67;0.22;0.33;-1.1;0.06
Federico Valverde;Real Madrid;MF,DF;23;17;943;0;0;1;0.3;0.9;0.0;0.0;0.1;0.03;0.08;La Liga;14;1.34;0.19;86.9;92.3;92.1;71.4;0.1;32.5;0.53;0.76;0.94;2.0;40.71;0.76;61.9;2.48;0.29;66.7;2.35;12.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3;31.24;35.94;16.82;11.0;2.94;524.18;134.29;0.65;3.53;0.59;0.12;2.06;0.72;4.41;0.65;0.29;0.47;-11.899999999999999;-0.69
José Luis García Vayá;Levante;MF;23;12;702;0;0;0;0.0;0.6;0.0;0.0;0.0;0.0;0.08;La Liga;1;0.13;0.00;77.4;83.4;88.3;56.6;-0.6;23.0;1.0;1.0;0.92;2.33;37.0;0.33;100.0;1.41;0.00;70.6;0.58;9.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;24.58;31.75;10.92;9.42;3.92;479.58;138.42;0.58;3.25;0.33;0.08;3.17;0.81;4.92;2.5;0.67;1.0;-9.7;-0.81
Jesus Vazquez;Valencia;DF,MF;19;5;166;0;0;0;0.1;0.1;0.0;0.0;0.0;0.07;0.03;La Liga;2;1.08;0.54;60.3;90.5;51.9;28.6;-0.1;40.0;0.6;0.2;0.6;1.6;16.8;0.4;50.0;2.71;0.00;60.0;0.80;3.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;7.6;12.6;3.8;2.8;0.4;120.8;49.6;0.4;0.4;0.0;0.0;0.6;0.76;4.0;0.8;0.2;1.2;-3.6999999999999997;-0.69
Kevin Vázquez;Celta Vigo;DF;28;7;585;0;0;1;0.0;0.0;0.0;0.0;0.15;0.0;0.0;La Liga;0;0.00;0.00;73.3;87.8;75.2;33.3;1.0;46.3;1.71;2.0;2.43;5.0;69.29;0.14;33.3;1.08;0.15;41.7;1.14;8.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;42.29;57.71;23.71;15.14;2.43;654.43;274.71;0.14;1.86;0.71;0.29;3.14;1.26;8.57;1.57;1.29;1.43;-8.8;-1.26
Lucas Vázquez;Real Madrid;DF;30;17;1045;1;1;0;0.9;1.3;0.09;0.09;0.0;0.08;0.11;La Liga;11;0.95;0.26;84.7;91.7;88.9;57.9;-1.3;34.7;1.0;1.29;0.94;2.41;61.06;0.76;61.9;3.27;0.09;50.0;2.18;13.9;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;0.09999999999999998;45.47;53.71;21.41;19.35;4.29;806.71;238.12;1.24;2.29;1.41;0.41;3.76;0.82;5.12;1.29;1.18;0.24;-13.0;-0.74
Gabriel Veiga;Celta Vigo;MF,FW;19;2;9;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;100.0;100.0;100.0;0;0.0;50.0;0.0;0.0;0.5;0.5;5.0;0.5;100.0;0.00;0.00;0;3.00;0.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;3.5;3.5;2.5;1.0;0.0;44.5;16.0;0.0;0.0;0.0;0.0;0.0;0.15;0.5;0.0;0.5;0.0;-0.3;-0.15
Unai Vencedor Paris;Athletic Club;MF;21;20;1490;0;0;0;0.8;0.2;0.0;0.0;0.0;0.05;0.01;La Liga;15;0.91;0.00;78.5;83.8;84.8;60.0;-0.2;22.6;0.75;1.8;1.05;2.2;50.7;0.55;68.8;1.39;0.18;45.0;1.40;17.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.8;33.8;43.05;11.9;16.45;4.95;672.7;193.45;0.3;3.95;0.55;0.0;4.5;0.86;8.5;1.35;0.9;0.9;-16.5;-0.8099999999999999
Gonzalo Verdú;Elche;DF;33;12;936;0;0;0;0.1;0.0;0.0;0.0;0.0;0.01;0.0;La Liga;3;0.29;0.00;87.4;92.9;94.9;72.3;0.0;32.7;1.17;1.67;1.67;3.17;46.67;0.0;0;0.10;0.00;62.5;1.50;13.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;33.08;37.83;4.33;20.25;8.25;839.75;219.25;0.0;1.08;0.0;0.0;1.33;1.1;4.5;1.58;0.67;1.67;-13.1;-1.09
Mikel Vesga;Athletic Club;MF;28;17;430;0;0;0;0.4;0.3;0.0;0.0;0.0;0.08;0.05;La Liga;4;0.84;0.21;79.5;79.8;90.8;62.8;-0.3;23.2;0.35;0.76;0.65;1.06;17.88;0.24;100.0;2.51;0.00;71.4;1.65;6.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;11.18;14.06;4.18;5.24;1.59;217.71;74.53;0.35;1.59;0.18;0.06;2.12;0.39;3.82;0.94;0.29;0.88;-6.3;-0.31
Rúben Vezo;Levante;DF;27;19;1625;0;0;0;0.5;0.2;0.0;0.0;0.0;0.02;0.01;La Liga;11;0.61;0.22;83.0;83.0;93.3;68.3;-0.2;41.3;1.21;1.58;1.74;3.74;54.68;0.21;100.0;0.61;0.17;57.5;0.53;24.6;0;0.0;0;0.0;0;0.00;0.0;0.0;0.0;0.0;0.0;-0.5;38.37;46.21;7.95;21.16;8.84;912.68;305.42;0.16;2.79;0.16;0.0;3.42;1.29;8.74;0.95;1.11;2.21;-24.1;-1.27
Aleix Vidal;Espanyol;DF,MF;32;18;1252;2;2;0;0.7;1.0;0.14;0.14;0.0;0.05;0.07;La Liga;4;0.29;0.14;80.2;90.5;87.1;56.0;-1.0;34.1;0.94;1.33;1.44;2.72;48.39;0.39;30.4;2.44;0.29;46.7;1.06;21.8;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;1.3;32.39;40.39;13.17;15.0;3.61;597.67;220.0;0.78;1.83;1.0;0.44;2.89;1.21;6.72;0.67;1.17;0.39;-21.1;-1.16
Nacho Vidal;Osasuna;DF;27;21;1764;0;0;1;0.7;1.6;0.0;0.0;0.05;0.04;0.08;La Liga;12;0.61;0.05;72.5;84.1;75.5;53.4;-0.6;28.7;1.14;2.48;1.67;3.86;57.86;1.05;56.4;1.53;0.20;67.9;1.33;17.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.7;33.29;45.9;13.9;14.67;4.1;621.81;291.19;0.57;2.9;0.76;0.29;3.19;0.81;9.29;1.48;1.19;2.62;-16.3;-0.77
Dídac Vilà;Espanyol;DF;32;4;149;0;0;0;0.0;0.1;0.0;0.0;0.0;0.0;0.03;La Liga;0;0.00;0.00;82.8;96.7;88.0;33.3;-0.1;33.3;0.25;0.0;0.75;1.75;20.25;0.0;0;1.21;0.00;33.3;1.00;1.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;13.25;16.0;7.25;5.5;0.5;216.0;73.5;0.25;1.0;0.25;0.0;1.0;0.33;3.5;0.75;0.25;0.5;-1.3;-0.33
